3.88952	14.9194	6.653	0.729437	0	2.10071	0.227485	0	0	7.64729
0.56323	9.28672	0.264132	5.02761	10.0328	0.065024	1.29398	0.0489038	0.0263935	1.04618
0	0	0	0	0	0	129.284	0	0.643252	72.806
95.8913	19.1325	0	0	0	0	0	3.49998	0	0
0.0193274	4.32199	4.42115	0	2.84544	0	1.17004	0.116196	0	1.08369
0.18395	9.50759	0.292721	6.528	3.98214	0.0204554	1.56481	0	0.0306658	0
0	13.1605	0	9.18375	0	1.4649	0	11.2627	2.17986	0
0	0	0.13227	0	5.51014	0	103.086	86.7534	0	0
0.0709043	11.7303	0	11.8038	2.06359	0.0811216	2.23443	0	0.00058411	0.51409
1.61227	0	0	5.61171	8.03941	0.832312	0	0	0.078368	40.2818
0.823768	14.6468	3.11877	1.37679	0	0.080342	2.69117	0	0.0164448	3.35107
0.262758	2.90959	2.07693	0	0	0	10.2823	3.97601	0	4.60924
0.282292	9.10096	1.15984	1.5449	0.0570828	0	1.912	0	0.0109792	5.34796
6.57812	3.28172	0	0.888623	0	0.0296851	0	0	0.0225039	11.9383
0	0	0	0	11.9258	4.19668	0	0.385234	0	31.8307
7.00521	2.49958	1.2698	0	0	0	0	0	0.0149007	12.1047
0	0	57.0317	0	39.5661	0	1.75555	1.2179	1.90735	11.3561
0	0	43.2044	0.132392	12.414	0.0518191	1.59784	8.40168	1.11746	2.90832
0	4.994	0.184501	2.44733	2.75198	0.026097	1.53821	0	0.00236286	1.39442
0	1.23322	0	2.16481	2.01226	0.110053	0.821204	0	0	1.51901
0	0	0	0	10.2762	0.498124	0.23258	0.024409	0	30.4608
0.446347	0	0	0.47259	9.3331	2.68181	0	0	0.0192765	26.3964
0	0	0	96.7555	0	7.31931	0	0	1.21728	23.3469
0.0557211	3.66223	0.425889	35.476	0	0.871313	3.98576	0	0	0.628332
0	2.67588	1.56884	59.8056	6.37097	7.133	0	0.0872996	0.741163	26.2289
0	17.3661	0.00291338	0	0	0.220645	0.0167987	0	0	0
0	0.399539	7.76476	30.6421	0	1.03909	2.65634	0.446688	0.180972	0.513915
0.0231407	1.47706	0	0	50.896	0	2.55768	0	0.224449	1.31131
0	0	49.0811	20.8384	0	0.0721323	0	0	0.00105727	0.685352
0	0	0.573695	0.50776	41.3887	0	4.04524	0	0.352037	0
0	0	0.169663	2.65435	6.80343	0	0.00586592	0	0.00163755	1.03648
0	0.0488048	50.516	17.2969	0.537471	0	0.00700157	0	0	0
0	0	0.34848	5.47737	5.92045	0	0.0350437	0	0.00599144	0.52562
0	0.466211	33.3233	11.7702	0.899176	0	0	0	0	0.162059
0	12.8092	0.459379	0.241944	0	0.20794	0	0	0	0.0816937
0	15.0173	0.074789	0.158481	0	0.203417	0	0	0	0
0	0	0	2.92503	11.3531	0	0.0162027	0	0	1.98473
0	16.7358	0	0	0	0.285991	0	0	0	0.000340243
0	0	31.6645	9.95791	1.18786	0	0	0	0	0
0	16.065	0.170586	0.171492	0	0.204284	0	0	0	0
0	16.71	0	0.0418219	1.47049	0.0565211	0	0.00824155	0	1.37479
0	11.2006	0.828053	0.184278	0.0497416	0.213687	0	0	0	0
0	9.09862	0.348968	0	0.0398863	0.127121	0	0	0	0.0396707
0	0.304121	38.0517	14.9958	0	0.0385701	0	0	0	0.297453
0	9.86395	0.287291	0	0.122641	0.182252	0	0	0	0
0	9.116	0	0.461938	0	0.207581	0.153406	0	0.00411879	0
0	6.94008	0.209879	0.148022	0.270492	0.111058	0	0	0.00167531	0
0	0.145307	0	1.2152	18.4851	0	0.123009	0	0	3.47204
0.192825	4.31899	0	10.9448	11.4671	0	0	0	0.0166208	0.572
0	0.0644744	0	0	36.937	0.0101259	2.65569	0.0411017	0.17188	0.703372
