-1.5513	-2.26706	1.27855	0	0	0	-1.29576	-1.188	1.28499	0
-0.85269	-0.120005	0	0.858309	-1.00576	-1.13752	-0.199524	-1.48154	0	1.15986
0	0	0	-0.877048	0	0	-4.52091	-3.40059	0	4.89818
-1.45904	-0.183813	0.034053	0.886472	-1.03759	-0.902925	-0.209837	0	0	0
-0.241422	0	0	0	0	-0.84145	0	0.066912	0.122265	-0.668159
0	0	0	0.705521	0	-0.824675	0	-0.377034	0	0
-1.00473	-0.135286	-0.83295	0	-0.227217	-0.433818	0	0	2.72683	2.90535
0	0	0	-1.97974	0	-2.95789	0	0	0	-1.42733
0	0	-0.136523	0.960427	0	-0.842435	0	0.408947	0.464825	0
-1.00273	0	0.951077	0	0.447676	-0.927457	-0.188284	0.300404	0	-0.667655
-0.496999	-0.127697	0.626216	0.724352	-0.67521	-1.24019	-0.190035	-0.371632	0.296027	-0.438348
-0.684587	0.0213627	0.471022	0	-0.535102	-1.75403	0	0	0.279822	-0.643425
0	0	0.344426	0.404698	0.284483	-1.04355	0	0.491536	0.180558	-0.91389
-1.29992	0	0.0616447	0.54317	-0.0639566	-0.864654	0	1.0335	0	-0.441376
0	0	1.84878	0	1.47389	-0.949622	0	-1.6288	-0.362264	0
-1.37223	0	0	0.652109	0	-1.11	0	1.0239	0	0
0	0	0.701358	0	-0.449538	0.100006	0	0	2.93691	0
-0.49757	0	0.369838	-0.27366	-1.47022	-0.811429	0	-0.51231	2.40955	0
-0.119164	0.0283889	0	0.399913	0.245048	-0.92944	0	0.229258	0.134535	-0.269745
-0.235078	0	0	0.23364	0.493155	-0.879006	0	0.270766	0.250695	0
0	0.0663111	1.39507	0	1.67652	-0.912079	0	0	0	-0.540361
0.327202	0	1.78978	0	2.02126	-0.820383	0	-1.30562	-0.328739	0
0	0.13846	-0.914952	2.03121	0	0.0956728	0	0	3.44777	4.60096
0.518173	0.0583236	0.257229	1.06407	1.0815	-0.789079	0	0	1.00597	1.30547
-0.536109	0	-1.41934	1.35021	0	0	-0.0586004	0	2.62293	4.33728
-0.0521611	0	0	-0.895494	2.07495	0	0	-0.0865012	0	0.454154
1.37019	0	0	0.193264	2.84413	-0.0772438	0	0.789287	0	0
-0.984793	0	-2.14427	0.160107	-1.94811	0	0	0	0	0
0	0	0	-1.38913	0	0	-0.0393911	0	0	-2.39082
-1.22879	0	-2.09436	0	-1.80258	0	0	0.206727	0	0
0.154604	0	-0.686063	0	0.260519	0.0599274	0	-0.418344	0	0
0	0	-0.17621	-1.22773	-0.216132	0	0	0	0.0319856	-2.3061
0.381668	0	-0.555869	0	0.78252	-0.0663823	0	-0.30525	-0.189848	0
-0.148328	0	-0.281349	-1.17902	0	0	0	-0.156027	0	-1.63464
-0.0356017	0	0	-0.937261	1.7481	0	0	0	0.0594329	0
0	0	0	-0.803076	2.14817	0.0236951	0	0	0	0.462354
0	0	-0.811809	0	0.198677	0	0	-0.528529	-0.167339	0.210408
-0.0562134	0	0	-0.881065	2.01698	0	0	0	0.0279492	0.340783
0	0	-0.287922	-1.08295	0	-0.0181524	-0.0231617	0	0	-1.82315
0	0	0	-0.808299	2.19278	0	0	0	0	0.519533
0.13208	0	0.322787	-1.022	2.32308	0	0	0	0	0
0	0	-0.0560613	-0.874965	1.69409	0	0	0	0.0369907	0
0.0852249	0	-0.020144	-0.798023	1.77869	0	0	0	0	0
0	0	0	-1.27989	0.299819	0	0	0	-0.018208	-2.01316
0.0533797	0	-0.088528	-0.808614	1.68915	0	0	0	0	0
0.236202	0	0	-0.721748	1.94791	0	0	0.0856496	0	0
0.144554	0	-0.111942	-0.707634	1.68275	0	0	0	-0.0142015	0
-0.276203	0	-0.990003	0	0	0	0	-0.665376	-0.278114	0.493205
0.527336	0	-0.954155	0.445401	0	0	0.0549588	0	0.162891	-0.274038
-0.938995	0	-1.89081	0	-1.50698	-0.0643832	0.110032	0	0.0187417	0
